offence,occurrenceyear,MCI,Division,Hood_ID,Neighbourhood,Long,Lat
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.38398740000002,43.6629677
THEFT UNDER,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3873825,43.6643105
B&E,2016.0,bicycle theft,14,77,Waterfront Communities-The Island (77),-79.40083309999999,43.64567570000001
THEFT UNDER,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3853912,43.6591721
THEFT UNDER,2016.0,bicycle theft,52,79,University (79),-79.3986435,43.6640549
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,95,Annex (95),-79.3914795,43.6710777
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.38292690000002,43.6459274
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,77,Waterfront Communities-The Island (77),-79.3952484,43.6454124
THEFT UNDER,2016.0,bicycle theft,14,82,Niagara (82),-79.4046631,43.64134979999999
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,71,Cabbagetown-South St.James Town (71),-79.3719406,43.6664581
THEFT UNDER - BICYCLE,2016.0,bicycle theft,55,62,East End-Danforth (62),-79.29747009999998,43.680645
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,97,Yonge-St.Clair (97),-79.3947678,43.6890755
THEFT UNDER - BICYCLE,2016.0,bicycle theft,22,17,Mimico (includes Humber Bay Shores) (17),-79.5033264,43.6147881
THEFT UNDER - BICYCLE,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4712448,43.6369019
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,97,Yonge-St.Clair (97),-79.4028854,43.6963501
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,85,South Parkdale (85),-79.4293365,43.6385269
THEFT UNDER - BICYCLE,2016.0,bicycle theft,54,59,Danforth East York (59),-79.3358765,43.6866264
THEFT UNDER - BICYCLE,2016.0,bicycle theft,55,61,Taylor-Massey (61),-79.28855899999998,43.6911774
B&E,2016.0,bicycle theft,14,82,Niagara (82),-79.41650390000002,43.6446686
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,81,Trinity-Bellwoods (81),-79.40677640000001,43.6466255
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,79,University (79),-79.400116,43.6597443
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.38762659999998,43.6604576
THEFT UNDER,2016.0,bicycle theft,58,77,Waterfront Communities-The Island (77),-79.3575974,43.6312675
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,74,North St.James Town (74),-79.3753738,43.6681976
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,82,Niagara (82),-79.4015274,43.6351204
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3771744,43.6468277
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3943405,43.668663
THEFT UNDER - BICYCLE,2016.0,bicycle theft,55,65,Greenwood-Coxwell (65),-79.3325806,43.681427
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,73,Moss Park (73),-79.36071009999998,43.6564255
THEFT UNDER,2016.0,bicycle theft,55,63,The Beaches (63),-79.30939479999998,43.6679344
THEFT UNDER,2016.0,bicycle theft,55,63,The Beaches (63),-79.30939479999998,43.6679344
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.3789673,43.6542664
THEFT UNDER,2016.0,bicycle theft,11,88,High Park North (88),-79.47461700000002,43.6559296
THEFT UNDER,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.3780518,43.6581573
THEFT UNDER,2016.0,bicycle theft,14,78,Kensington-Chinatown (78),-79.40621949999998,43.652256
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.3941269,43.6426811
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,82,Niagara (82),-79.40396120000003,43.6464157
THEFT UNDER,2016.0,bicycle theft,11,88,High Park North (88),-79.471611,43.66024779999999
THEFT UNDER,2016.0,bicycle theft,14,81,Trinity-Bellwoods (81),-79.4193497,43.64496610000001
THEFT UNDER,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.393837,43.645706200000006
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,93,Dovercourt-Wallace Emerson-Junction (93),-79.43687440000002,43.6629105
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,93,Dovercourt-Wallace Emerson-Junction (93),-79.43798829999999,43.6686096
THEFT UNDER,2016.0,bicycle theft,51,77,Waterfront Communities-The Island (77),-79.3732681,43.6424255
THEFT UNDER,2016.0,bicycle theft,11,83,Dufferin Grove (83),-79.4349747,43.6582909
THEFT UNDER,2016.0,bicycle theft,54,61,Taylor-Massey (61),-79.30257420000002,43.6925583
THEFT FROM MOTOR VEHICLE UNDER,2016.0,bicycle theft,51,73,Moss Park (73),-79.36363979999999,43.655777
THEFT UNDER,2016.0,bicycle theft,14,82,Niagara (82),-79.40259549999998,43.6367035
THEFT UNDER,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.48683170000002,43.6478806
THEFT UNDER,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4539948,43.6414604
THEFT UNDER,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4539948,43.6414604
THEFT UNDER,2016.0,bicycle theft,14,95,Annex (95),-79.4049683,43.66890720000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,100,Yonge-Eglinton (100),-79.39888,43.7081566
THEFT UNDER,2016.0,bicycle theft,14,79,University (79),-79.4083481,43.6642876
THEFT UNDER,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.389122,43.6487579
THEFT UNDER,2016.0,bicycle theft,11,89,Runnymede-Bloor West Village (89),-79.4886932,43.6590843
THEFT UNDER,2016.0,bicycle theft,14,79,University (79),-79.4073715,43.65834810000001
THEFT UNDER,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3792725,43.6502266
THEFT UNDER,2016.0,bicycle theft,14,79,University (79),-79.40741729999998,43.6619606
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,71,Cabbagetown-South St.James Town (71),-79.3671875,43.6654205
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.3765717,43.6522026
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,85,South Parkdale (85),-79.4368134,43.63867570000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4701157,43.63715360000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.3822556,43.668293
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.39009859999999,43.6616516
THEFT UNDER,2016.0,bicycle theft,22,13,Etobicoke West Mall (13),-79.5724106,43.6523399
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3815308,43.6511154
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3849106,43.65802
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,79,University (79),-79.4055405,43.6604958
THEFT UNDER - BICYCLE,2016.0,bicycle theft,13,93,Dovercourt-Wallace Emerson-Junction (93),-79.44749449999998,43.6687546
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,56,Leaside-Bennington (56),-79.3746338,43.6942291
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,56,Leaside-Bennington (56),-79.3746338,43.6942291
THEFT UNDER,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4516449,43.6524773
THEFT UNDER,2016.0,bicycle theft,14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4310532,43.6619377
THEFT UNDER,2016.0,bicycle theft,54,57,Broadview North (57),-79.3571472,43.683876
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,78,Kensington-Chinatown (78),-79.3976135,43.6484833
B&E,2016.0,bicycle theft,51,73,Moss Park (73),-79.3718033,43.6527634
THEFT UNDER - BICYCLE,2016.0,bicycle theft,32,34,Bathurst Manor (34),-79.4521179,43.7526321
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.38944240000002,43.6452179
THEFT OF EBIKE UNDER $5000,2016.0,bicycle theft,51,71,Cabbagetown-South St.James Town (71),-79.3760529,43.6664314
THEFT OF EBIKE UNDER $5000,2016.0,bicycle theft,51,71,Cabbagetown-South St.James Town (71),-79.3760529,43.6664314
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3801727,43.654007
THEFT UNDER - BICYCLE,2016.0,bicycle theft,32,36,Newtonbrook West (36),-79.42447659999998,43.77777860000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,54,54,O'Connor-Parkview (54),-79.3065338,43.7119865
THEFT UNDER - BICYCLE,2016.0,bicycle theft,54,66,Danforth (66),-79.324173,43.6841125
THEFT UNDER - BICYCLE,2016.0,bicycle theft,11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4460602,43.66201020000001
THEFT UNDER,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.39072420000002,43.6449509
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.3883514,43.6469078
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.38112640000001,43.6562729
THEFT UNDER - BICYCLE,2016.0,bicycle theft,55,70,South Riverdale (70),-79.3377838,43.6687393
THEFT UNDER - BICYCLE,2016.0,bicycle theft,11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4455109,43.6669083
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,74,North St.James Town (74),-79.3739777,43.6672401
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,93,Dovercourt-Wallace Emerson-Junction (93),-79.43647,43.6684723
THEFT UNDER - BICYCLE,2016.0,bicycle theft,33,42,Banbury-Don Mills (42),-79.35646820000002,43.7415848
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,71,Cabbagetown-South St.James Town (71),-79.3681793,43.66423029999999
THEFT UNDER,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4701157,43.63715360000001
THEFT UNDER,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.38284300000002,43.652916
THEFT UNDER,2016.0,bicycle theft,14,82,Niagara (82),-79.4145966,43.6293488
THEFT UNDER,2016.0,bicycle theft,14,82,Niagara (82),-79.4145966,43.6293488
THEFT UNDER - BICYCLE,2016.0,bicycle theft,55,64,Woodbine Corridor (64),-79.31744379999998,43.66787720000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.3815689,43.65736010000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,78,Kensington-Chinatown (78),-79.404213,43.6557732
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,104,Mount Pleasant West (104),-79.3964005,43.6960716
THEFT UNDER,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3825989,43.6502228
THEFT UNDER,2016.0,bicycle theft,51,75,Church-Yonge Corridor (75),-79.3791809,43.651638
THEFT UNDER - BICYCLE,2016.0,bicycle theft,54,54,O'Connor-Parkview (54),-79.32572940000001,43.7057686
THEFT UNDER,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.37687679999998,43.6434441
THEFT UNDER - BICYCLE,2016.0,bicycle theft,11,87,High Park-Swansea (87),-79.4595871,43.63948060000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,14,82,Niagara (82),-79.4015274,43.6351204
THEFT UNDER - BICYCLE,2016.0,bicycle theft,41,122,Birchcliffe-Cliffside (122),-79.26115420000002,43.7008476
THEFT UNDER - BICYCLE,2016.0,bicycle theft,53,104,Mount Pleasant West (104),-79.3964005,43.6960716
THEFT UNDER - BICYCLE,2016.0,bicycle theft,43,127,Bendale (127),-79.2487183,43.7460785
THEFT UNDER - BICYCLE,2016.0,bicycle theft,32,27,York University Heights (27),-79.4703445,43.7837868
THEFT UNDER,2016.0,bicycle theft,14,82,Niagara (82),-79.3997269,43.6333427
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,76,Bay Street Corridor (76),-79.3799286,43.6472778
THEFT UNDER - BICYCLE,2016.0,bicycle theft,52,77,Waterfront Communities-The Island (77),-79.3793335,43.64593120000001
THEFT UNDER - BICYCLE,2016.0,bicycle theft,55,63,The Beaches (63),-79.3071213,43.6684456
B&E,2016.0,bicycle theft,51,71,Cabbagetown-South St.James Town (71),-79.3751297,43.6642723
